date_id,date,day,month,year
53586,15/11/2017,15,11,2017
53587,26/11/2018,26,11,2018
53588,2/3/2014,2,3,2014
53589,4/10/2014,4,10,2014
53590,13/5/2015,13,5,2015
53591,20/3/2017,20,3,2017
53592,27/1/2013,27,1,2013
53593,2/11/2014,2,11,2014
53594,23/9/2018,23,9,2018
53595,8/12/2018,8,12,2018
53596,19/4/2019,19,4,2019
53597,9/6/2019,9,6,2019
53598,17/3/2010,17,3,2010
53599,6/2/2013,6,2,2013
53600,9/7/2015,9,7,2015
53601,25/6/2018,25,6,2018
53602,15/3/2010,15,3,2010
53603,9/1/2012,9,1,2012
53604,22/11/2018,22,11,2018
53605,20/12/2018,20,12,2018
53606,2/9/2016,2,9,2016
53607,15/5/2019,15,5,2019
53608,20/10/2012,20,10,2012
53609,9/8/2014,9,8,2014
53610,21/11/2017,21,11,2017
53611,19/3/2019,19,3,2019
53612,16/11/2013,16,11,2013
53613,8/4/2016,8,4,2016
53614,10/6/2014,10,6,2014
53615,12/11/2014,12,11,2014
53616,14/10/2018,14,10,2018
53617,21/12/2019,21,12,2019
53618,20/5/2019,20,5,2019
53619,10/11/2019,10,11,2019
53620,22/9/2018,22,9,2018
53621,21/6/2019,21,6,2019
53622,25/6/2010,25,6,2010
53623,19/11/2018,19,11,2018
53624,2/9/2019,2,9,2019
53625,25/10/2019,25,10,2019
53626,3/6/2010,3,6,2010
53627,13/6/2010,13,6,2010
53628,17/8/2013,17,8,2013
53629,12/9/2019,12,9,2019
53630,19/10/2017,19,10,2017
53631,6/1/2019,6,1,2019
53632,8/9/2010,8,9,2010
53633,24/10/2014,24,10,2014
53634,16/7/2014,16,7,2014
53635,4/10/2015,4,10,2015
53636,25/4/2016,25,4,2016
53637,8/7/2017,8,7,2017
53638,10/5/2017,10,5,2017
53639,1/6/2019,1,6,2019
53640,5/7/2010,5,7,2010
53641,25/5/2012,25,5,2012
53642,4/1/2014,4,1,2014
53643,18/7/2017,18,7,2017
53644,13/11/2010,13,11,2010
53645,15/1/2014,15,1,2014
53646,19/9/2017,19,9,2017
53647,3/7/2018,3,7,2018
53648,12/1/2016,12,1,2016
53649,27/9/2017,27,9,2017
53650,27/3/2014,27,3,2014
53651,26/9/2014,26,9,2014
53652,26/5/2010,26,5,2010
53653,6/9/2019,6,9,2019
53654,14/1/2015,14,1,2015
53655,4/8/2016,4,8,2016
53656,21/2/2016,21,2,2016
53657,20/10/2019,20,10,2019
53658,14/8/2017,14,8,2017
53659,14/4/2018,14,4,2018
53660,8/10/2011,8,10,2011
53661,14/9/2018,14,9,2018
53662,8/5/2019,8,5,2019
53663,14/12/2019,14,12,2019
53664,7/2/2018,7,2,2018
53665,24/6/2019,24,6,2019
53666,3/9/2013,3,9,2013
53667,25/7/2019,25,7,2019
53668,10/11/2013,10,11,2013
53669,8/12/2017,8,12,2017
53670,9/10/2011,9,10,2011
53671,25/5/2018,25,5,2018
53672,6/1/2017,6,1,2017
53673,8/12/2019,8,12,2019
53674,27/9/2019,27,9,2019
53675,20/11/2019,20,11,2019
53676,16/4/2011,16,4,2011
53677,21/9/2018,21,9,2018
53678,8/4/2014,8,4,2014
53679,9/7/2014,9,7,2014
53680,19/7/2011,19,7,2011
53681,25/3/2018,25,3,2018
53682,9/4/2011,9,4,2011
53683,1/5/2014,1,5,2014
53684,1/4/2016,1,4,2016
53685,5/7/2018,5,7,2018
53686,12/6/2018,12,6,2018
53687,2/9/2019,2,9,2019
53688,10/11/2014,10,11,2014
53689,16/4/2017,16,4,2017
53690,3/5/2012,3,5,2012
53691,11/5/2014,11,5,2014
53692,8/7/2011,8,7,2011
53693,3/3/2013,3,3,2013
53694,3/9/2017,3,9,2017
53695,21/1/2018,21,1,2018
53696,6/6/2011,6,6,2011
53697,5/3/2014,5,3,2014
53698,9/2/2016,9,2,2016
53699,7/3/2016,7,3,2016
53700,4/4/2017,4,4,2017
53701,10/9/2018,10,9,2018
53702,21/1/2012,21,1,2012
53703,20/12/2018,20,12,2018
53704,13/7/2012,13,7,2012
53705,8/5/2015,8,5,2015
53706,2/4/2016,2,4,2016
53707,19/1/2018,19,1,2018
53708,9/8/2014,9,8,2014
53709,21/8/2019,21,8,2019
53710,4/6/2010,4,6,2010
53711,12/2/2015,12,2,2015
53712,12/6/2016,12,6,2016
53713,12/9/2017,12,9,2017
53714,16/4/2017,16,4,2017
53715,3/3/2018,3,3,2018
53716,21/4/2016,21,4,2016
53717,20/8/2019,20,8,2019
53718,9/1/2015,9,1,2015
53719,24/10/2019,24,10,2019
53720,4/6/2011,4,6,2011
53721,19/12/2017,19,12,2017
53722,15/2/2015,15,2,2015
53723,16/4/2017,16,4,2017
53724,17/6/2012,17,6,2012
53725,1/4/2013,1,4,2013
53726,8/6/2018,8,6,2018
53727,14/10/2018,14,10,2018
53728,4/9/2012,4,9,2012
53729,8/10/2013,8,10,2013
53730,25/4/2019,25,4,2019
53731,20/6/2019,20,6,2019
53732,19/10/2017,19,10,2017
53733,22/12/2017,22,12,2017
53734,19/5/2014,19,5,2014
53735,12/11/2019,12,11,2019
53736,18/8/2010,18,8,2010
53737,19/6/2015,19,6,2015
53738,27/6/2011,27,6,2011
53739,26/1/2018,26,1,2018
53740,22/11/2011,22,11,2011
53741,7/7/2019,7,7,2019
53742,15/11/2010,15,11,2010
53743,26/12/2013,26,12,2013
53744,25/11/2019,25,11,2019
53745,3/12/2019,3,12,2019
53746,14/10/2016,14,10,2016
53747,6/6/2019,6,6,2019
53748,26/1/2013,26,1,2013
53749,20/1/2014,20,1,2014
53750,17/3/2016,17,3,2016
53751,21/10/2016,21,10,2016
53752,9/2/2011,9,2,2011
53753,26/1/2013,26,1,2013
53754,5/10/2012,5,10,2012
53755,20/3/2013,20,3,2013
53756,10/6/2014,10,6,2014
53757,18/8/2017,18,8,2017
53758,24/9/2018,24,9,2018
53759,24/10/2018,24,10,2018
53760,25/5/2014,25,5,2014
53761,19/11/2016,19,11,2016
53762,21/4/2016,21,4,2016
53763,9/10/2016,9,10,2016
53764,26/1/2012,26,1,2012
53765,11/6/2014,11,6,2014
53766,6/7/2012,6,7,2012
53767,1/2/2017,1,2,2017
53768,3/2/2017,3,2,2017
53769,10/10/2018,10,10,2018
53770,11/6/2017,11,6,2017
53771,23/3/2018,23,3,2018
53772,17/8/2014,17,8,2014
53773,26/3/2016,26,3,2016
53774,9/10/2015,9,10,2015
53775,15/8/2019,15,8,2019
53776,21/10/2018,21,10,2018
53777,11/3/2019,11,3,2019
53778,18/3/2014,18,3,2014
53779,5/9/2015,5,9,2015
53780,18/2/2016,18,2,2016
53781,24/3/2017,24,3,2017
53782,22/3/2018,22,3,2018
53783,22/5/2019,22,5,2019
53784,8/3/2015,8,3,2015
53785,24/1/2017,24,1,2017
53786,6/4/2012,6,4,2012
53787,11/4/2015,11,4,2015
53788,10/2/2010,10,2,2010
53789,2/4/2017,2,4,2017
53790,5/6/2017,5,6,2017
53791,15/10/2017,15,10,2017
53792,4/3/2018,4,3,2018
53793,6/11/2018,6,11,2018
53794,24/4/2016,24,4,2016
53795,3/10/2019,3,10,2019
53796,13/5/2018,13,5,2018
53797,21/8/2018,21,8,2018
53798,10/2/2016,10,2,2016
53799,2/10/2016,2,10,2016
53800,9/8/2019,9,8,2019
53801,24/8/2019,24,8,2019
53802,10/5/2013,10,5,2013
53803,11/11/2013,11,11,2013
53804,21/10/2015,21,10,2015
53805,7/12/2019,7,12,2019
53806,6/2/2014,6,2,2014
53807,3/2/2019,3,2,2019
53808,17/7/2013,17,7,2013
53809,2/12/2016,2,12,2016
53810,26/7/2017,26,7,2017
53811,13/3/2019,13,3,2019
53812,23/11/2016,23,11,2016
53813,6/1/2018,6,1,2018
53814,1/5/2011,1,5,2011
53815,2/5/2013,2,5,2013
53816,22/11/2010,22,11,2010
53817,13/9/2017,13,9,2017
53818,6/8/2016,6,8,2016
53819,10/5/2017,10,5,2017
53820,22/7/2011,22,7,2011
53821,4/12/2019,4,12,2019
53822,12/2/2019,12,2,2019
53823,1/11/2019,1,11,2019
53824,2/10/2017,2,10,2017
53825,1/1/2018,1,1,2018
53826,6/5/2011,6,5,2011
53827,22/5/2016,22,5,2016
53828,23/2/2016,23,2,2016
53829,6/8/2019,6,8,2019
53830,13/7/2018,13,7,2018
53831,21/7/2019,21,7,2019
53832,19/6/2012,19,6,2012
53833,21/4/2016,21,4,2016
53834,9/2/2016,9,2,2016
53835,5/7/2018,5,7,2018
53836,19/2/2012,19,2,2012
53837,9/3/2013,9,3,2013
53838,23/3/2011,23,3,2011
53839,16/11/2016,16,11,2016
53840,1/4/2013,1,4,2013
53841,23/1/2016,23,1,2016
53842,7/8/2010,7,8,2010
53843,8/4/2012,8,4,2012
53844,11/5/2015,11,5,2015
53845,13/9/2017,13,9,2017
53846,9/9/2016,9,9,2016
53847,8/3/2019,8,3,2019
53848,3/10/2011,3,10,2011
53849,2/8/2017,2,8,2017
53850,21/2/2015,21,2,2015
53851,8/1/2019,8,1,2019
53852,11/3/2011,11,3,2011
53853,27/12/2018,27,12,2018
53854,27/6/2011,27,6,2011
53855,17/10/2014,17,10,2014
53856,3/7/2014,3,7,2014
53857,7/1/2015,7,1,2015
53858,22/5/2013,22,5,2013
53859,17/9/2013,17,9,2013
53860,23/9/2010,23,9,2010
53861,7/6/2019,7,6,2019
53862,18/3/2014,18,3,2014
53863,9/8/2015,9,8,2015
53864,20/7/2011,20,7,2011
53865,16/11/2017,16,11,2017
53866,22/10/2016,22,10,2016
53867,24/3/2017,24,3,2017
53868,12/11/2017,12,11,2017
53869,1/12/2018,1,12,2018
53870,14/11/2015,14,11,2015
53871,2/8/2017,2,8,2017
53872,15/9/2019,15,9,2019
53873,17/12/2019,17,12,2019
53874,23/2/2019,23,2,2019
53875,2/10/2019,2,10,2019
53876,23/7/2015,23,7,2015
53877,22/5/2017,22,5,2017
53878,19/4/2013,19,4,2013
53879,13/5/2013,13,5,2013
53880,8/10/2014,8,10,2014
53881,22/12/2018,22,12,2018
53882,7/5/2012,7,5,2012
53883,23/5/2018,23,5,2018
53884,13/3/2017,13,3,2017
53885,16/2/2018,16,2,2018
53886,19/6/2010,19,6,2010
53887,20/5/2018,20,5,2018
53888,15/3/2013,15,3,2013
53889,16/8/2018,16,8,2018
53890,3/1/2017,3,1,2017
53891,13/11/2017,13,11,2017
53892,17/4/2014,17,4,2014
53893,8/3/2018,8,3,2018
53894,8/6/2013,8,6,2013
53895,16/12/2015,16,12,2015
53896,19/7/2017,19,7,2017
53897,24/3/2018,24,3,2018
53898,15/8/2015,15,8,2015
53899,17/7/2017,17,7,2017
53900,21/4/2015,21,4,2015
53901,27/4/2018,27,4,2018
53902,8/7/2016,8,7,2016
53903,11/6/2018,11,6,2018
53904,21/3/2019,21,3,2019
53905,6/10/2019,6,10,2019
53906,13/9/2015,13,9,2015
53907,26/9/2018,26,9,2018
53908,6/5/2011,6,5,2011
53909,14/12/2011,14,12,2011
53910,12/7/2013,12,7,2013
53911,22/11/2019,22,11,2019
53912,10/7/2010,10,7,2010
53913,25/2/2015,25,2,2015
53914,8/9/2019,8,9,2019
53915,25/10/2019,25,10,2019
53916,27/7/2018,27,7,2018
53917,18/12/2019,18,12,2019
53918,21/3/2013,21,3,2013
53919,21/10/2013,21,10,2013
53920,7/7/2012,7,7,2012
53921,6/2/2017,6,2,2017
53922,1/7/2010,1,7,2010
53923,8/4/2011,8,4,2011
53924,22/6/2015,22,6,2015
53925,2/9/2019,2,9,2019
53926,17/2/2010,17,2,2010
53927,20/9/2017,20,9,2017
53928,7/7/2017,7,7,2017
53929,14/10/2019,14,10,2019
53930,16/6/2016,16,6,2016
53931,11/5/2018,11,5,2018
53932,21/2/2015,21,2,2015
53933,13/7/2016,13,7,2016
53934,19/4/2010,19,4,2010
53935,7/5/2012,7,5,2012
53936,19/8/2010,19,8,2010
53937,1/9/2011,1,9,2011
53938,16/7/2015,16,7,2015
53939,1/6/2018,1,6,2018
53940,2/3/2010,2,3,2010
53941,22/9/2018,22,9,2018
53942,14/5/2012,14,5,2012
53943,11/1/2017,11,1,2017
53944,17/1/2015,17,1,2015
53945,15/4/2017,15,4,2017
53946,15/8/2015,15,8,2015
53947,14/3/2017,14,3,2017
53948,25/2/2010,25,2,2010
53949,2/2/2016,2,2,2016
53950,26/10/2013,26,10,2013
53951,26/7/2014,26,7,2014
53952,12/1/2013,12,1,2013
53953,6/2/2016,6,2,2016
53954,19/9/2011,19,9,2011
53955,6/8/2013,6,8,2013
53956,24/4/2019,24,4,2019
53957,18/7/2019,18,7,2019
53958,5/10/2014,5,10,2014
53959,16/12/2017,16,12,2017
53960,11/9/2012,11,9,2012
53961,7/1/2018,7,1,2018
53962,12/10/2012,12,10,2012
53963,4/11/2012,4,11,2012
53964,6/8/2018,6,8,2018
53965,19/7/2019,19,7,2019
53966,7/8/2013,7,8,2013
53967,3/5/2017,3,5,2017
53968,4/6/2018,4,6,2018
53969,15/8/2018,15,8,2018
53970,19/7/2018,19,7,2018
53971,23/5/2019,23,5,2019
53972,7/3/2017,7,3,2017
53973,17/9/2018,17,9,2018
53974,27/6/2013,27,6,2013
53975,21/5/2016,21,5,2016
53976,18/1/2018,18,1,2018
53977,15/6/2019,15,6,2019
53978,16/7/2012,16,7,2012
53979,4/4/2019,4,4,2019
53980,26/5/2019,26,5,2019
53981,12/7/2019,12,7,2019
53982,15/11/2017,15,11,2017
53983,6/2/2018,6,2,2018
53984,24/11/2014,24,11,2014
53985,22/1/2017,22,1,2017
53986,2/3/2014,2,3,2014
53987,23/7/2014,23,7,2014
53988,4/1/2016,4,1,2016
53989,18/5/2018,18,5,2018
53990,16/8/2019,16,8,2019
53991,8/11/2019,8,11,2019
53992,26/11/2014,26,11,2014
53993,27/11/2016,27,11,2016
53994,25/3/2015,25,3,2015
53995,21/7/2017,21,7,2017
53996,14/9/2013,14,9,2013
53997,14/12/2018,14,12,2018
53998,2/9/2010,2,9,2010
53999,25/6/2016,25,6,2016
54000,3/4/2013,3,4,2013
54001,24/10/2016,24,10,2016
54002,17/10/2019,17,10,2019
54003,4/11/2019,4,11,2019
54004,5/8/2015,5,8,2015
54005,10/10/2017,10,10,2017
54006,2/7/2015,2,7,2015
54007,20/5/2017,20,5,2017
54008,7/2/2013,7,2,2013
54009,19/2/2013,19,2,2013
54010,26/3/2018,26,3,2018
54011,27/1/2019,27,1,2019
54012,9/1/2017,9,1,2017
54013,9/2/2017,9,2,2017
54014,3/11/2012,3,11,2012
54015,11/11/2017,11,11,2017
54016,21/5/2011,21,5,2011
54017,22/3/2016,22,3,2016
54018,21/6/2013,21,6,2013
54019,22/1/2018,22,1,2018
54020,16/11/2016,16,11,2016
54021,22/11/2016,22,11,2016
54022,4/7/2016,4,7,2016
54023,14/7/2018,14,7,2018
54024,6/2/2012,6,2,2012
54025,12/11/2014,12,11,2014
54026,25/8/2011,25,8,2011
54027,5/11/2019,5,11,2019
54028,24/9/2015,24,9,2015
54029,15/5/2016,15,5,2016
54030,17/4/2010,17,4,2010
54031,13/3/2011,13,3,2011
54032,17/4/2014,17,4,2014
54033,10/5/2016,10,5,2016
54034,18/1/2016,18,1,2016
54035,13/4/2019,13,4,2019
54036,14/10/2010,14,10,2010
54037,1/7/2013,1,7,2013
54038,5/2/2019,5,2,2019
54039,15/8/2019,15,8,2019
54040,25/6/2016,25,6,2016
54041,25/9/2016,25,9,2016
54042,24/10/2014,24,10,2014
54043,26/9/2015,26,9,2015
54044,19/10/2012,19,10,2012
54045,20/12/2012,20,12,2012
54046,20/6/2017,20,6,2017
54047,7/11/2018,7,11,2018
54048,10/3/2016,10,3,2016
54049,26/6/2018,26,6,2018
54050,20/7/2016,20,7,2016
54051,24/8/2018,24,8,2018
54052,17/4/2011,17,4,2011
54053,9/1/2019,9,1,2019
54054,14/3/2011,14,3,2011
54055,8/4/2012,8,4,2012
54056,13/10/2018,13,10,2018
54057,25/6/2019,25,6,2019
54058,9/8/2017,9,8,2017
54059,24/2/2019,24,2,2019
54060,4/3/2010,4,3,2010
54061,22/4/2014,22,4,2014
54062,3/11/2018,3,11,2018
54063,18/1/2019,18,1,2019
54064,16/6/2015,16,6,2015
54065,4/6/2018,4,6,2018
54066,24/1/2019,24,1,2019
54067,3/6/2019,3,6,2019
54068,15/11/2017,15,11,2017
54069,20/12/2019,20,12,2019
54070,27/6/2016,27,6,2016
54071,13/10/2018,13,10,2018
54072,17/3/2013,17,3,2013
54073,9/1/2019,9,1,2019
54074,22/6/2011,22,6,2011
54075,12/3/2017,12,3,2017
54076,19/7/2014,19,7,2014
54077,6/3/2017,6,3,2017
54078,7/5/2011,7,5,2011
54079,27/2/2018,27,2,2018
54080,7/10/2016,7,10,2016
54081,4/5/2018,4,5,2018
54082,5/10/2012,5,10,2012
54083,24/9/2018,24,9,2018
54084,17/10/2015,17,10,2015
54085,21/11/2015,21,11,2015
54086,1/5/2019,1,5,2019
54087,10/12/2019,10,12,2019
54088,4/3/2011,4,3,2011
54089,10/4/2011,10,4,2011
54090,24/8/2012,24,8,2012
54091,2/4/2018,2,4,2018
54092,2/7/2012,2,7,2012
54093,1/11/2017,1,11,2017
54094,14/3/2013,14,3,2013
54095,25/2/2017,25,2,2017
54096,18/6/2010,18,6,2010
54097,25/8/2011,25,8,2011
54098,19/2/2019,19,2,2019
54099,22/10/2019,22,10,2019
54100,9/4/2018,9,4,2018
54101,10/7/2019,10,7,2019
54102,18/4/2014,18,4,2014
54103,27/11/2018,27,11,2018
54104,23/9/2011,23,9,2011
54105,11/8/2016,11,8,2016
54106,17/9/2017,17,9,2017
54107,5/10/2017,5,10,2017
54108,25/7/2011,25,7,2011
54109,23/10/2019,23,10,2019
54110,14/4/2016,14,4,2016
54111,3/9/2018,3,9,2018
54112,23/11/2010,23,11,2010
54113,24/8/2014,24,8,2014
54114,21/11/2019,21,11,2019
54115,23/11/2019,23,11,2019
54116,25/1/2019,25,1,2019
54117,16/3/2019,16,3,2019
54118,14/3/2014,14,3,2014
54119,17/4/2019,17,4,2019
54120,21/11/2011,21,11,2011
54121,11/9/2018,11,9,2018
54122,25/5/2010,25,5,2010
54123,16/12/2014,16,12,2014
54124,25/10/2016,25,10,2016
54125,3/2/2017,3,2,2017
54126,14/11/2013,14,11,2013
54127,8/12/2014,8,12,2014
54128,20/3/2019,20,3,2019
54129,1/7/2019,1,7,2019
54130,15/11/2018,15,11,2018
54131,16/7/2019,16,7,2019
54132,15/7/2017,15,7,2017
54133,5/3/2018,5,3,2018
54134,21/11/2014,21,11,2014
54135,2/12/2014,2,12,2014
54136,15/11/2012,15,11,2012
54137,18/10/2015,18,10,2015
54138,13/4/2017,13,4,2017
54139,20/4/2018,20,4,2018
54140,13/8/2011,13,8,2011
54141,19/3/2012,19,3,2012
54142,8/1/2015,8,1,2015
54143,13/4/2019,13,4,2019
54144,22/8/2011,22,8,2011
54145,22/9/2011,22,9,2011
54146,27/6/2015,27,6,2015
54147,9/12/2015,9,12,2015
54148,17/3/2011,17,3,2011
54149,19/11/2018,19,11,2018
54150,2/7/2016,2,7,2016
54151,4/5/2018,4,5,2018
54152,12/1/2017,12,1,2017
54153,9/5/2019,9,5,2019
54154,1/7/2012,1,7,2012
54155,6/3/2016,6,3,2016
54156,18/10/2013,18,10,2013
54157,13/12/2013,13,12,2013
54158,4/6/2019,4,6,2019
54159,24/12/2019,24,12,2019
54160,9/3/2011,9,3,2011
54161,15/8/2019,15,8,2019
54162,12/7/2015,12,7,2015
54163,17/2/2019,17,2,2019
54164,11/9/2013,11,9,2013
54165,8/6/2016,8,6,2016
54166,8/9/2013,8,9,2013
54167,11/4/2018,11,4,2018
54168,17/5/2010,17,5,2010
54169,7/7/2018,7,7,2018
54170,12/9/2018,12,9,2018
54171,13/12/2019,13,12,2019
54172,5/1/2019,5,1,2019
54173,14/12/2019,14,12,2019
54174,14/7/2016,14,7,2016
54175,11/11/2019,11,11,2019
54176,27/11/2019,27,11,2019
54177,7/12/2019,7,12,2019
54178,9/8/2019,9,8,2019
54179,12/8/2019,12,8,2019
54180,21/10/2018,21,10,2018
54181,4/11/2019,4,11,2019
54182,12/9/2019,12,9,2019
54183,27/10/2019,27,10,2019
54184,4/1/2013,4,1,2013
54185,13/8/2016,13,8,2016
54186,25/3/2014,25,3,2014
54187,27/4/2016,27,4,2016
54188,12/2/2014,12,2,2014
54189,10/11/2015,10,11,2015
54190,4/8/2013,4,8,2013
54191,18/4/2019,18,4,2019
54192,27/5/2017,27,5,2017
54193,19/12/2018,19,12,2018
54194,14/10/2010,14,10,2010
54195,19/10/2018,19,10,2018
54196,22/7/2019,22,7,2019
54197,26/9/2019,26,9,2019
54198,14/1/2017,14,1,2017
54199,23/2/2018,23,2,2018
54200,5/7/2012,5,7,2012
54201,24/10/2018,24,10,2018
54202,3/4/2011,3,4,2011
54203,26/10/2017,26,10,2017
54204,21/5/2011,21,5,2011
54205,17/12/2014,17,12,2014
54206,22/7/2019,22,7,2019
54207,2/12/2019,2,12,2019
54208,9/1/2017,9,1,2017
54209,24/3/2019,24,3,2019
54210,25/3/2012,25,3,2012
54211,20/3/2018,20,3,2018
54212,2/5/2013,2,5,2013
54213,7/10/2019,7,10,2019
54214,12/3/2015,12,3,2015
54215,18/5/2016,18,5,2016
54216,9/8/2011,9,8,2011
54217,17/7/2012,17,7,2012
54218,26/4/2011,26,4,2011
54219,4/10/2017,4,10,2017
54220,21/5/2019,21,5,2019
54221,6/8/2019,6,8,2019
54222,3/7/2016,3,7,2016
54223,22/11/2017,22,11,2017
54224,8/10/2015,8,10,2015
54225,12/9/2018,12,9,2018
54226,3/1/2017,3,1,2017
54227,16/3/2017,16,3,2017
54228,4/8/2019,4,8,2019
54229,3/11/2019,3,11,2019
54230,8/9/2019,8,9,2019
54231,10/9/2019,10,9,2019
54232,9/8/2015,9,8,2015
54233,16/11/2017,16,11,2017
54234,7/7/2014,7,7,2014
54235,1/4/2016,1,4,2016
54236,24/10/2019,24,10,2019
54237,24/12/2019,24,12,2019
54238,24/2/2010,24,2,2010
54239,12/1/2018,12,1,2018
54240,17/11/2011,17,11,2011
54241,19/11/2018,19,11,2018
54242,14/9/2012,14,9,2012
54243,23/3/2017,23,3,2017
54244,6/3/2017,6,3,2017
54245,18/4/2018,18,4,2018
54246,10/1/2018,10,1,2018
54247,25/4/2018,25,4,2018
54248,24/9/2018,24,9,2018
54249,17/6/2019,17,6,2019
54250,4/8/2018,4,8,2018
54251,1/12/2018,1,12,2018
54252,10/8/2017,10,8,2017
54253,14/11/2017,14,11,2017
54254,23/10/2011,23,10,2011
54255,3/11/2014,3,11,2014
54256,1/7/2013,1,7,2013
54257,22/11/2018,22,11,2018
54258,19/1/2019,19,1,2019
54259,2/3/2019,2,3,2019
54260,17/8/2016,17,8,2016
54261,2/11/2016,2,11,2016
54262,27/3/2012,27,3,2012
54263,3/12/2018,3,12,2018
54264,20/5/2017,20,5,2017
54265,26/6/2019,26,6,2019
54266,7/2/2014,7,2,2014
54267,26/2/2016,26,2,2016
54268,18/5/2016,18,5,2016
54269,24/10/2019,24,10,2019
54270,12/11/2014,12,11,2014
54271,1/2/2017,1,2,2017
54272,2/10/2014,2,10,2014
54273,25/3/2018,25,3,2018
54274,27/1/2010,27,1,2010
54275,3/11/2018,3,11,2018
54276,10/7/2010,10,7,2010
54277,14/6/2019,14,6,2019
54278,4/9/2013,4,9,2013
54279,12/2/2015,12,2,2015
54280,24/7/2018,24,7,2018
54281,23/7/2019,23,7,2019
54282,11/6/2014,11,6,2014
54283,4/3/2019,4,3,2019
54284,6/11/2018,6,11,2018
54285,27/3/2019,27,3,2019
54286,25/5/2016,25,5,2016
54287,19/8/2016,19,8,2016
54288,19/4/2015,19,4,2015
54289,7/1/2019,7,1,2019
54290,26/5/2015,26,5,2015
54291,21/7/2016,21,7,2016
54292,17/3/2010,17,3,2010
54293,21/3/2016,21,3,2016
54294,18/11/2015,18,11,2015
54295,8/4/2017,8,4,2017
54296,14/10/2010,14,10,2010
54297,8/9/2016,8,9,2016
54298,15/1/2019,15,1,2019
54299,27/1/2019,27,1,2019
54300,27/5/2010,27,5,2010
54301,25/11/2017,25,11,2017
54302,15/11/2013,15,11,2013
54303,7/6/2017,7,6,2017
54304,3/3/2019,3,3,2019
54305,11/4/2019,11,4,2019
54306,1/7/2011,1,7,2011
54307,1/5/2018,1,5,2018
54308,20/5/2015,20,5,2015
54309,8/4/2019,8,4,2019
54310,1/11/2015,1,11,2015
54311,4/10/2018,4,10,2018
54312,12/6/2013,12,6,2013
54313,12/1/2015,12,1,2015
54314,17/10/2014,17,10,2014
54315,13/3/2015,13,3,2015
54316,7/7/2019,7,7,2019
54317,8/12/2019,8,12,2019
54318,4/9/2011,4,9,2011
54319,5/3/2018,5,3,2018
54320,11/3/2015,11,3,2015
54321,13/9/2019,13,9,2019
54322,4/3/2018,4,3,2018
54323,7/10/2019,7,10,2019
54324,4/4/2014,4,4,2014
54325,26/9/2015,26,9,2015
54326,19/5/2018,19,5,2018
54327,4/8/2018,4,8,2018
54328,1/8/2011,1,8,2011
54329,16/10/2011,16,10,2011
54330,11/8/2019,11,8,2019
54331,4/12/2019,4,12,2019
54332,4/9/2013,4,9,2013
54333,26/3/2015,26,3,2015
54334,13/8/2015,13,8,2015
54335,2/6/2018,2,6,2018
54336,21/7/2018,21,7,2018
54337,22/6/2019,22,6,2019
54338,10/5/2011,10,5,2011
54339,18/1/2019,18,1,2019
54340,2/4/2012,2,4,2012
54341,23/9/2014,23,9,2014
54342,24/10/2011,24,10,2011
54343,9/10/2013,9,10,2013
54344,13/4/2012,13,4,2012
54345,13/6/2016,13,6,2016
54346,9/4/2015,9,4,2015
54347,9/3/2016,9,3,2016
54348,14/11/2015,14,11,2015
54349,27/3/2019,27,3,2019
54350,10/6/2011,10,6,2011
54351,18/10/2017,18,10,2017
54352,3/1/2018,3,1,2018
54353,15/5/2018,15,5,2018
54354,2/9/2015,2,9,2015
54355,1/4/2019,1,4,2019
54356,26/3/2016,26,3,2016
54357,6/3/2019,6,3,2019
54358,21/4/2015,21,4,2015
54359,3/7/2017,3,7,2017
54360,13/7/2019,13,7,2019
54361,26/11/2019,26,11,2019
54362,20/8/2019,20,8,2019
54363,9/9/2019,9,9,2019
54364,8/7/2012,8,7,2012
54365,4/9/2019,4,9,2019
54366,20/9/2013,20,9,2013
54367,23/4/2015,23,4,2015
54368,10/4/2015,10,4,2015
54369,19/12/2015,19,12,2015
54370,23/11/2016,23,11,2016
54371,17/9/2017,17,9,2017
54372,2/2/2014,2,2,2014
54373,7/4/2014,7,4,2014
54374,10/4/2017,10,4,2017
54375,26/10/2017,26,10,2017
54376,15/11/2012,15,11,2012
54377,8/4/2014,8,4,2014
54378,6/11/2015,6,11,2015
54379,26/3/2016,26,3,2016
54380,11/2/2011,11,2,2011
54381,13/4/2015,13,4,2015
54382,2/7/2010,2,7,2010
54383,5/1/2011,5,1,2011
54384,27/8/2018,27,8,2018
54385,27/4/2019,27,4,2019
54386,1/2/2018,1,2,2018
54387,4/2/2019,4,2,2019
54388,8/9/2017,8,9,2017
54389,18/1/2019,18,1,2019
54390,6/9/2010,6,9,2010
54391,22/11/2018,22,11,2018
54392,6/9/2016,6,9,2016
54393,21/1/2018,21,1,2018
54394,27/1/2017,27,1,2017
54395,21/9/2019,21,9,2019
54396,11/9/2012,11,9,2012
54397,17/8/2019,17,8,2019
54398,11/5/2016,11,5,2016
54399,23/9/2016,23,9,2016
54400,11/10/2012,11,10,2012
54401,3/10/2019,3,10,2019
54402,21/9/2016,21,9,2016
54403,11/1/2019,11,1,2019
54404,26/11/2010,26,11,2010
54405,11/2/2016,11,2,2016
54406,7/6/2014,7,6,2014
54407,19/3/2015,19,3,2015
